id,name,description,address,locales,website,phone,lat,long,photo,new,secondhand,charity,open,checked,rgl,twitter,elweguardian,leytonstoner,londonist,cgc,londonbooks,tol,bookdealer,reading_matters,blog,topfloorflat,thebookguide,harringayonline,rttimes,bluestocking,bookseller,hornseyroad,hackneycitizen,peckhampeculiar,yelp,deptforddame,getwestlondon,dalemcgowan,dg,londonse1,greenwichphantom,londonstuff,hamhigh,andrewwhitehead,timeout,guardian,robaroundbooks,flickr,bibliophilicblogger,inews,spitalfieldslife,foodiefoodie,secentral,kenningtonrunoff,ft,foodiebugle,lauraashley,pandorian,tiredoflondon,bookloverslondon,abebooks,ianvisits,brockleycentral
hatchards-st-pancras,Hatchards (St Pancras),"The second branch of Hatchards, the original being <a href=""http://londonbookshops.org/shops/hatchards-piccadilly.html"">on Piccadilly</a>.  This one opened in August 2014.","St Pancras International, N1C 4QP",,http://www.hatchards.co.uk/,020 7278 1238,51.531428,-0.126134,https://www.flickr.com/photos/rjw1/15640486725/,unknown,unknown,false,true,October 2014,,Hatchards,,,,,http://londonbooks.tumblr.com/post/147536424356/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hellenic-bookservice,Hellenic Bookservice,"Greek and Latin books.  Previously at number 49-51, now at number 89.","89 Fortess Road, NW5 1AG",,http://www.hellenicbookservice.com/,,51.554713,-0.140129,https://www.flickr.com/photos/kake_pugh/9377586063/,unknown,unknown,false,true,July 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henry-pordes-books-charing-cross-road,Henry Pordes Books,"Second-hand, antiquarian, and out-of-print books.","58-60 Charing Cross Road, WC2H 0BB",,http://www.henrypordesbooks.com/,,51.512348,-0.128531,https://www.flickr.com/photos/kake_pugh/2445597342/,unknown,unknown,false,true,,,,,,,,http://londonbooks.tumblr.com/post/117709762571/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henry-stokes-and-co,Henry Stokes and Co,"a carefully chosen selection of the best new titles in biography and fiction [...] Books as presents are also very important at Stokes and all the most interesting recently published decorating, gardening, cookery and wine, and travel books are stocked.","58 Elizabeth Street, SW1W 9PB",,http://www.henrystokes.co.uk/,,51.494038,-0.15132,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herne-hill-books,Herne Hill Books,,"289 Railton Road, SE24 0NQ",,,,51.453211,-0.10288109,https://www.flickr.com/photos/kake_pugh/29179989085/,unknown,unknown,false,true,August 2016,,HerneHillBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highgate-bookshop,Highgate Bookshop,,"9 Highgate High Street, N6 5JR",,,,51.570267,-0.146127,,unknown,unknown,false,true,,,,,,,,http://londonbooks.tumblr.com/post/131876983511/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-stakes-bookshop,High Stakes Bookshop,"Used to sell gambling books, before moving to online only.  As of December 2012 the Great Ormond Street premises are occupied by a shop called Volte Face (<a href=""http://www.flickr.com/photos/kake_pugh/8277022061/"">photo</a>).","21 Great Ormond Street, WC1N 3JB",,,,51.522121,-0.119219,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holborn-books,Holborn Books,"Computer bookshop.  Not sure when it was in operation, but it's now closed; as of December 2012 the premises are occupied by Brooks & Brooks hairdressers (<a href=""http://www.flickr.com/photos/kake_pugh/8276788017/"">photo</a>).","17 Sicilian Avenue, WC1A 2QH",,,,51.518372,-0.121365,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house-of-books,House Of Books,,"39 The Broadway, N8 8DT","Crouch End, N8",,,51.57958,-0.12390652,https://www.flickr.com/photos/kake_pugh/9461843016/,,,,true,August 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hamhigh.co.uk/news/new-chapter-for-crouch-end-book-store-1-630698,,,,,,,,,,,,,,,,,,,,
house-of-hodge,House Of Hodge,Charity bookshop.  The frontage has no sign except for an old one reading 'A Wilsher & Son'.,"174 Blackstock Road, N5 1HA",,,,51.560016,-0.09872,https://www.flickr.com/photos/kake_pugh/9335707588/,unknown,true,true,true,July 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.andrewwhitehead.net/1/post/2012/09/charity-begins-at-the-bookshop.html,,,,,,,,,,,,,,,,,,,
housmans-booksellers,Housmans Booksellers,"Radical/far left bookshop.  Socialism, communism, anarchism.  Downstairs is Woburn Books & Porcupine Bookcellar.","5 Caledonian Road, N1 9DX",,http://www.housmans.com/,,51.531319,-0.120957,,unknown,unknown,false,true,,https://london.randomness.org.uk/wiki.cgi?Housmans_Booksellers,HousmansBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurlingham-books-fulham,Hurlingham Books,,"91 Fulham High Street, SW6 3JS",,http://www.hurlinghambooks.com/,,51.468086,-0.210092,https://www.flickr.com/photos/kake_pugh/3842267881/,unknown,unknown,false,true,May 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ian-allan-bookshop-lower-marsh,Ian Allan Bookshop,"Specialists in transport and military — books, DVDs, models, etc.","45-46 Lower Marsh, SE1 7RG.",,http://www.ianallanpublishing.com/our-shops.htm,,51.501049,-0.111923,https://www.flickr.com/photos/kake_pugh/38359523531/,unknown,unknown,false,true,November 2017,,,,,,,http://londonbooks.tumblr.com/post/121042294003/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibis-bookshop,Ibis Bookshop,Closed down by September 2014.,"109 High Street, SM7 2NJ",,,,51.323265,-0.199513,https://www.flickr.com/photos/rjw1/6783815645/,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idler-academy,Idler Academy,"Bookshop and cafe run by The Idler magazine.  It closed down by May 2016, though the magazine continued to publish.","81 Westbourne Park Road, W2 5QH",,http://idler.co.uk/,,51.519218,-0.195297,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.timeout.com/london/en_GB/venues/93441,,,,,,,,,,,,,,,,,,
ica-bookshop,Institute of Contemporary Arts,"Not precisely a bookshop per se, but their shop sells books.","The Mall, SW1Y 5AH",,,,51.505951,-0.130849,,unknown,unknown,false,true,,https://london.randomness.org.uk/wiki.cgi?Institute_Of_Contemporary_Arts,ICALondon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ink-84-highbury,Ink@84,"Bookshop, cafe, and bar.","84 Highbury Park, N5 2XE",,http://www.ink84bookshop.co.uk/,020 7686 8388,51.557356,-0.098001748,,unknown,unknown,false,true,,,Ink84Books,,,,,http://londonbooks.tumblr.com/post/143315317482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jambala,Jambala,,"247 Globe Road, E2 0JD",,http://www.jambala-bookshop.blogspot.com/,,51.528324,-0.051273,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-gibberd-lower-marsh,Jane Gibberd Secondhand Books,"Closed some time in 2013.  <a href=""http://www.london-se1.co.uk/news/view/7278"">According to LondonSE1</a>, this was due to the owners retiring.","20 Lower Marsh, SE1 7RJ",,,,51.500397,-0.113232,https://flickr.com/photos/kake_pugh/2680395581/,false,true,false,false,,https://london.randomness.org.uk/wiki.cgi?Jane_Gibberd_Secondhand_Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jarndyce,Jarndyce,18th and 19th century English literature and history.,"46 Great Russell Street, WC1B 3PA",,http://www.jarndyce.co.uk/,,51.51807,-0.126386,https://www.flickr.com/photos/kake_pugh/45135847901/,unknown,unknown,false,true,October 2018,,,,,,,http://londonbooks.tumblr.com/post/126528120088/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathan-potter,Jonathan Potter Ltd,Moved to Bath in Autumn 2015.,"52a George Street, Marylebone, W1U 7EA",,http://jpmaps.co.uk/,,51.517664,-0.15455653,,unknown,unknown,false,false,,,,,,,,,,,,,,http://web.archive.org/web/20160806040755/http://www.inprint.co.uk/thebookguide/shops/multi.php?id=892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-sandoe-books,John Sandoe Books,,"10 Blacklands Terrace, SW3 2SP",,http://www.johnsandoe.com/,,51.491364,-0.160954,,unknown,unknown,false,true,,https://london.randomness.org.uk/wiki.cgi?John_Sandoe_Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-trotter-books,Manor House Books/John Trotter Books,Jewish and Middle Eastern specialist.  Based inside the Sternberg Centre for Judaism; visitors must sign in at the lodge.,"80 East End Road, N3 2SY",,http://www.manorhousebooks.co.uk/,,51.595509,-0.189214,https://www.flickr.com/photos/kake_pugh/9458020785/,true,true,false,true,August 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josephs-bookstore,Joseph's Bookstore,,"1257 Finchley Road, NW11 0AD",,http://www.josephsbookstore.com/,,51.586334,-0.2002,https://www.flickr.com/photos/55935853@N00/3991435476/,unknown,unknown,false,true,,,,,,http://londonist.com/2009/06/biblio-text_josephs_bookstore.php,,http://londonbooks.tumblr.com/post/143677382106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judd-books,Judd Books,,"82 Marchmont Street, WC1N 1AG.",,http://www.juddbooks.com/,,51.52597,-0.125499,https://www.flickr.com/photos/kake_pugh/28328314406/,unknown,unknown,false,true,July 2016,https://london.randomness.org.uk/wiki.cgi?Judd_Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
junk-shop-greenwich,Junk Shop,Stuff from house clearances including books.,"9 Greenwich South Street, SE10 8NW",,,,51.477554,-0.012038,https://www.flickr.com/photos/kake_pugh/48693741248/,false,true,false,true,September 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.thegreenwichphantom.co.uk/2013/01/junk-shop-tea-rooms/,,,,,,,,,,,,,,,,,,,,,,
karnac-books-finchley-road,Karnac Books,A notice in the window describes them as “Specialist booksellers in psychoanalysis and related subjects est 1950”.,"118 Finchley Road, NW3 5HT",,http://www.karnacbooks.com/,,51.546631,-0.179021,,unknown,unknown,false,true,September 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keith-fawkes-hampstead,Keith Fawkes,,"1-3 Flask Walk, NW3 1HJ",,,,51.556583,-0.177562,https://www.flickr.com/photos/55935853@N00/2624817957/,false,true,false,true,,"https://london.randomness.org.uk/wiki.cgi?Keith_Fawkes,_NW3_1HJ",,,,,,http://londonbooks.tumblr.com/post/115654075151/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kennington-bookshop,Kennington Bookshop,"This <a href=""http://web.archive.org/web/20150601093957/http://www.thekbookshop.com/"">closed for good</a> on <a href=""http://web.archive.org/web/20150601094044/https:/twitter.com/thekbookshop/status/567265163863396352"">31 May 2015</a>.","306-308 Kennington Road, SE11 4LD",,,,51.486713,-0.111794,https://flickr.com/photos/kake_pugh/2327287163/,true,false,false,false,,https://london.randomness.org.uk/wiki.cgi?Kennington_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kew-bookshop,Kew Bookshop,"Run by the same people as the <a href=""http://londonbookshops.org/shops/barnes-bookshop.html"">Barnes Bookshop</a> and the <a href=""http://londonbookshops.org/shops/sheen-bookshop.html"">Sheen Bookshop</a>.","1-2 Station Approach, TW9 3QB",,,020 8940 0030,51.477455,-0.285687,https://flickr.com/photos/kake_pugh/2704390880/,true,false,false,true,July 2013,https://london.randomness.org.uk/wiki.cgi?Kew_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirkdale-bookshop-sydenham,Kirkdale Bookshop,,"272 Kirkdale, SE26 4RS",,http://www.kirkdalebookshop.com/,020 8778 4701,51.426628,-0.055575,https://flickr.com/photos/kake_pugh/2282119502/,true,true,false,true,August 2015,https://london.randomness.org.uk/wiki.cgi?Kirkdale_Bookshop,KirkdaleBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-k-outlet-hoxton,K K Outlet,Bookshop and gallery.,"42 Hoxton Square, N1 6PB",,http://www.kkoutlet.com/,,51.527284,-0.080649599,,,,,true,,,,,,,,http://londonbooks.tumblr.com/post/150576849227/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koenig-books-charing-cross-road,Koenig Books (Charing Cross Road),,80 Charing Cross Road.,,http://www.koenigbooks.co.uk/,020 7240 8190,51.512714,-0.128757,https://www.flickr.com/photos/kake_pugh/2445616864/,unknown,unknown,false,true,October 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koenig-books-serpentine,Koenig Books (Serpentine Gallery),,"Serpentine Gallery, Kensington Gardens, W2 3XA",,http://www.serpentinegallery.org/bookshop.html,,51.504718,-0.17497578,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamb-bookshop,Lamb Bookshop,"<a href=""http://web.archive.org/web/20170415160335/http://archive.westendextra.com/news/2013/mar/its-final-chapter-independent-bookshop-hit-rent-rise"">Closed down</a> in March 2013.","40 Lamb's Conduit Street, WC1N 3LJ",,http://web.archive.org/web/20130729034250/http://www.thelambbookshop.co.uk/,,51.521454,-0.118039,https://flickr.com/photos/kake_pugh/2852000214/,unknown,unknown,false,false,December 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
langtons-bookshop-twickenham,Langton's Bookshop,Closed for good at the end of June 2012.,"44-45 Church Street, TW1 3NT",,,,51.446774,-0.326757,https://www.flickr.com/photos/kake_pugh/5761263431/,true,false,false,false,,https://london.randomness.org.uk/wiki.cgi?Langton%27s_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl-international-booksellers,LCL International Booksellers Ltd,"Now online only via <a href=""https://www.bebc.co.uk/"">BEBC</a>.  As of December 2012 the Judd Street premises are vacant and boarded up (<a href=""http://www.flickr.com/photos/rjw1/8268802739/"">photo</a>).","104 Judd Street, WC1H 9PU",,http://web.archive.org/web/20120321094049/http://www.lclib.com:80/,,51.527931,-0.124969,https://www.flickr.com/photos/kake_pugh/4620182072/,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
librairie-la-page,Librairie La Page,French-language books.,"7 Harrington Road, SW7 3ES",,http://www.librairielapage.com/,,51.494011,-0.17524575,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libreria-shoreditch,Libreria,,"65 Hanbury Street, Shoreditch, E1 5JP",,,,51.520318,-0.070559129,https://www.flickr.com/photos/kake_pugh/35339265275/,true,unknown,false,true,June 2017,,,,,,,http://londonbooks.tumblr.com/post/141852159721/libreria-ei-a-new-take-on-the-concept-of-the,,,,,,,,,,,,,,,,,,,,,,,,,http://www.theguardian.com/books/2016/feb/21/libreria-bookshop-rohan-silva-second-home-interview,,,,,,,,,,,,,,,,,
lion-and-unicorn-bookshop,Lion & Unicorn Bookshop,"Children's books.  Now <a href=""https://robskinner.net/2014/04/09/end-of-the-story-for-richmonds-lion-unicorn-bookshop/"">closed for good</a>, though some of the staff have opened up another children's bookshop called <a href=""alligators-mouth-richmond.html"">The Alligator's Mouth</a>.","19 King Street, TW9 1ND",,http://web.archive.org/web/20120830214253/http://www.lionunicornbooks.co.uk:80/html/index.php,,51.460083,-0.306909,,unknown,unknown,false,false,,,,,,http://londonist.com/2009/04/biblio-text_the_lion_unicorn_booksh.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lloyds-of-kew,Lloyd's of Kew,,"9 Mortlake Terrace, Kew, TW9 3DT",,,,51.482605,-0.286426,https://flickr.com/photos/kake_pugh/2704615672/,unknown,unknown,false,true,,,,,,,,http://londonbooks.tumblr.com/post/117107607906/,,,,,,http://web.archive.org/web/20170811033237/http://www.inprint.co.uk/thebookguide/shops/multi.php?id=2615,,,,,,,,,,,,,,,,,,,,http://robaroundbooks.com/2009/06/bookshelf-of-the-week-lloyds-of-kew-surrey/,http://www.flickr.com/photos/53264755@N00/sets/72157594520880134/,,,,,,,,,,,,,,,
london-review-of-books,London Review Bookshop,,"14 Bury Place, WC1A 2JL",,http://www.lrbshop.co.uk/,,51.518509,-0.124062,https://www.flickr.com/photos/kake_pugh/2724084824/,true,false,false,true,July 2013,,LRBbookshop,,,http://londonist.com/2009/05/biblio-text_london_review_bookshop.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lovejoys-charing-cross-road,Lovejoys,Bookshop with a sex shop in the basement.,"99a Charing Cross Road, WC2H 0DP",,,,51.513771,-0.129561,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/lovejoys-london-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky-seven-stoke-newington,Lucky Seven,"Mostly records, but some secondhand books too.  Previously known as Ocean Books.  Ocean Books <a href=""http://www.stereostokey.com/2009/08/ocean-books-stoke-newington-closed/"">closed in August 2009</a> and the site is now occupied by Lucky Seven.","127 Stoke Newington Church Street, N16 0UH",,,,51.561733,-0.081035,https://www.flickr.com/photos/55935853@N00/8281035314/,false,true,false,true,December 2012,"https://london.randomness.org.uk/wiki.cgi?Lucky_Seven,_Stoke_Newington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lutyens-and-rubinstein,Lutyens and Rubinstein,,"21 Kensington Park Road, W11 2EU",,http://www.lutyensrubinstein.co.uk/bookshop-homepage/,,51.51506,-0.20564,https://www.flickr.com/photos/kake_pugh/16742839461/,unknown,unknown,false,true,March 2015,,LandRBookshop,,,,,,http://www.tiredoflondontiredoflife.com/2010/06/browse-for-books-at-lutyens-and.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maggs-bros-bloomsbury,Maggs Bros (Bloomsbury),"Rare books and manuscripts.  It also has <a href=""/shops/maggs-bros-mayfair.html"">a branch in Mayfair</a>.","48 Bedford Square, Bloomsbury, WC1B 3DR",,http://www.maggs.com/,020 7493 7160,51.518599,-0.12935449,,,true,,true,,,MaggsBros,,,,,,,,,,,http://web.archive.org/web/20170708041800/http://www.inprint.co.uk/thebookguide/shops/multi.php?id=882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maggs-bros-mayfair,Maggs Bros (Mayfair),"Rare books and manuscripts.  Originally at 50 Berkeley Square, it moved to 46 Curzon Street in November 2015.  In May 2017, it also opened <a href=""/shops/maggs-bros-bloomsbury.html"">new premises</a> in Bloomsbury.","46 Curzon Street, Mayfair, W1J 7UH",,http://www.maggs.com/,020 7493 7160,51.506799,-0.14655684,,unknown,true,false,true,,,MaggsBros,,,,,http://londonbooks.tumblr.com/post/140559056526/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magma-clerkenwell-road,Magma (Clerkenwell Road),,"117-119 Clerkenwell Road, EC1R 5BY",,http://www.magmabooks.com/,,51.521763,-0.11158,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magma-covent-garden,Magma (Covent Garden),"Closed down by August 2017, according to Google Street View.","8 Earlham Street, WC2H 9RY",,,,51.513489,-0.128424,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marchmont-bookshop,Marchmont Bookshop,"All secondhand.  Specialises in Middle-Eastern and African subjects, but also has some general stock.","39 Burton Street, WC1H 9AL",,,,51.526836,-0.128231,https://www.flickr.com/photos/rjw1/8268822289/,false,true,false,true,December 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bibliophilicblogger.blogspot.com/2009/04/londons-second-hand-bookshops-no-2.html,,,,,,,,,,,,,,
marchpane-cecil-court,Marchpane,"Specialist in rare children's and illustrated books.  Located on <a href=""http://cecilcourt.co.uk/"">Cecil Court</a>, a small lane running between Charing Cross Road and St Martin's Lane with several other specialist/rare/antiquarian bookshops.","16 Cecil Court, Covent Garden, WC2N 4HE",,,020 7836 8661,51.510745,-0.127881,https://www.flickr.com/photos/kake_pugh/30519768352/,unknown,true,false,true,January 2019,,,,,,,http://londonbooks.tumblr.com/post/120350699321/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcus-campbell-art-books,Marcus Campbell Art Books,"New, out-of-print, second-hand, and rare books on 20th century and contemporary art.","43 Holland Street, SE1 9JR",,http://www.marcuscampbell.co.uk/,,51.507719,-0.10186587,,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-shoreditch,Material,"Focused on design, food, and children's books.","3 Rivington Street, Shoreditch, EC2A 3DT",,http://materialmaterial.com/,020 7739 1900,51.526113,-0.083169535,https://www.flickr.com/photos/kake_pugh/28710525116/,true,unknown,false,true,July 2016,,materialgallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metropolitan-books,Metropolitan Books,"<a href=""http://logophilia-logophile.blogspot.co.uk/2008/04/indy-bookseller-soon-to-be-no-more.html"">Closed down</a> in 2008.","49 Exmouth Market, EC1R 4QL",,http://web.archive.org/web/20080502131936/http://www.metropolitanbooks.co.uk:80/,,51.526062,-0.108941,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morden-hall-park-bookshop,Morden Hall Park Bookshop,,"Morden Hall Park, Morden Hall Road, SM4 5JD",,http://www.nationaltrust.org.uk/morden-hall-park/,,51.402331,-0.18809715,https://www.flickr.com/photos/rjw1/23399315885/,false,true,false,true,September 2016,"https://london.randomness.org.uk/wiki.cgi?Morden_Hall_Bookshop,_SM4_5JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
museum-of-london-docklands-bookshop,Museum of London Docklands Bookshop,,"West India Quay, E14 4AL",,http://www.museumoflondon.org.uk/index.php/museum-london-docklands,,51.5075097888407,-0.0238793298405246,https://www.flickr.com/photos/kake_pugh/4247950011/,true,unknown,false,true,January 2010,https://london.randomness.org.uk/wiki.cgi?Museum_Of_London_Docklands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muswell-hill-bookshop,Muswell Hill Bookshop,,"72 Fortis Green Road, N10 3HN",,http://www.muswellhillbookshop.com/,,51.590096,-0.146041,https://www.flickr.com/photos/kake_pugh/9460767036/,unknown,unknown,false,true,August 2013,,muswellhillbks,,,http://londonist.com/2009/02/biblio-text_muswell_hill_bookshop.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my-back-pages-balham,My Back Pages,"Now closed; was a second-hand bookshop in Balham.  As of April 2014 the premises were vacant and stripped out (pictured).  The owner opened a new bookshop in Earlsfield, called <a href=""http://londonbookshops.org/shops/turn-the-page.html"">Turn The Page</a>, but this itself closed down in mid-2016.","8-10 Station Road, SW12 9SG",,,,51.443283,-0.151899,https://www.flickr.com/photos/rjw1/13971452212/,unknown,unknown,false,false,,,,,,,,,http://www.tiredoflondontiredoflife.com/2012/03/buy-books-at-my-back-pages.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-beacon-books,New Beacon Books,,"76 Stroud Green Road, N4 3EN",,,,51.568359,-0.109885,https://www.flickr.com/photos/kake_pugh/29501365354/,unknown,unknown,false,true,September 2016,,,,,,,http://londonbooks.tumblr.com/post/148582872151/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://inews.co.uk/essentials/culture/books/best-books-black-history-black-british-authors-recommended-uks-first-black-bookshop/,,,,,,,,,,,,,
national-theatre-bookshop-south-bank,National Theatre Bookshop,Playtexts and specialist performing arts titles.,"National Theatre, Upper Ground, South Bank, SE1 9PX",,https://shop.nationaltheatre.org.uk/,0207 452 3456,51.506874,-0.11409762,,,,,true,,,NTBookshop,,,,,http://londonbooks.tumblr.com/post/145799466196/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naval-maritime-books-greenwich,Naval and Maritime Books,,"66 Royal Hill, SE10 8RT",,http://www.navalandmaritimebooks.com/,,51.476498,-0.009634,https://www.flickr.com/photos/kake_pugh/48694255242/,unknown,unknown,false,true,September 2019,,,,,,,http://londonbooks.tumblr.com/post/134650567296/,http://www.tiredoflondontiredoflife.com/2010/05/shop-for-nautical-novels-at-maritime.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-cross-learning,New Cross Learning,Second-hand bookshop in a community-run space.,"283-285 New Cross Road, SE14 6AS",,https://newxlearning.org/bookshop/,,51.475433,-0.038587198,,unknown,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newham-bookshop,Newham Bookshop,"Previously at 747 Barking Road (<a href=""https://www.flickr.com/photos/kake_pugh/3766346809/"">photo</a>), but moved to number 743 in late 2018.","743 Barking Road, E13 9ER",,http://www.newhambooks.co.uk/,,51.530334,0.037251,,unknown,unknown,false,true,,,NewhamBookshop,,,,,http://londonbooks.tumblr.com/post/112434475486/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://spitalfieldslife.com/2018/04/10/happy-birthday-newham-bookshop/,,,,,,,,,,,,
nicholas-salter-chingford,Nicholas Salter,Antique shop with one room dedicated to books.  Closed by August 2012.,"Chingford Station, Station Road, E4 6AL",,,,51.633121,0.009356,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomad-books-fulham,Nomad Books,,"781 Fulham Road, SW6 5HA",,,,51.476494,-0.203891,,unknown,unknown,false,true,,,NomadBooks,,,,,http://londonbooks.tumblr.com/post/130213493036/,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/nomad-books-london,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notting-hill-books,Notting Hill Books,Now closed.,"132 Palace Gardens Terrace, W8 4RT",,,,51.509075,-0.19387,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notting-hill-bookshop,The Notting Hill Bookshop,"This was previously the site of the Travel Bookshop, which closed in 2011 (see <a href=""http://www.thebookseller.com/news/book-warehouse-takes-over-travel-bookshop-site"">The Bookseller article</a> and <a href=""http://londonist.com/2011/08/notting-hills-travel-bookshop-about-to-close.php"">Londonist article</a>).","13 Blenheim Crescent, Notting Hill, W11 2EE",,http://www.thenottinghillbookshop.co.uk/,020 7229 5260,51.515659,-0.205457,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
